CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,Cluster,GPI,GPI_Rank,Cluster_Label
Indian,25307,Tandoori Diner,QSR,CBD,1.0,37.74,1314,130,4906.2,592,355,237.0,22342.08,13397.7,8944.38,0.211934431,0.35594893,0.31,10,2.95,699.15,2120.05,2728.34,1636.08,3165.87,0.11,0.5,0.3,0.2,2,-0.2894861860853698,1235.0,Dependent Low Margin
Indian,25387,Curry Eatery,QSR,South Auckland,1.05,34.07,650,79,2691.53,286,171,114.0,9744.02,5825.97,3883.98,0.25822287,0.372453051,0.27,4,1.18,134.52,994.05,967.82,578.66,1299.93,0.14,0.5,0.3,0.2,1,-0.0548645720980286,984.0,Stable Performers
Indian,26480,Tandoori House,Full-service,CBD,1.0,35.53,1404,224,7958.72,590,354,236.0,20962.7,12577.62,8385.08,0.35080459,0.5199095,0.29,15,4.43,1045.48,1028.95,-3369.0,-2021.4,38.59,0.19,0.5,0.3,0.2,0,-0.6549804951688611,1508.0,High-Growth
Indian,25956,Curry Kitchen,Ghost Kitchen,North Shore,1.03,43.78,687,32,1400.96,328,196,131.0,14359.84,8580.88,5735.18,0.294028268,0.297554704,0.32,15,4.43,580.33,572.18,1269.65,758.7,1762.02,0.05,0.5,0.3,0.2,1,0.0006343932802210517,912.0,Stable Performers
Indian,26238,Tandoori Grill,Full-service,West Auckland,1.04,34.76,855,202,7021.52,326,196,131.0,11331.76,6812.96,4553.56,0.354687712,0.53297746,0.32,6,1.77,231.87,788.76,-2353.21,-1414.81,279.65,0.31,0.5,0.3,0.2,1,-0.5700786802999095,1467.0,Stable Performers
Indian,25068,Royal Bistro,Full-service,CBD,1.0,31.5,1811,326,10269.0,742,446,297.0,23373.0,14049.0,9355.5,0.374791725,0.466369308,0.29,4,1.18,350.46,1631.12,-3065.63,-1842.68,1135.56,0.22,0.5,0.3,0.2,0,-0.6339525857262246,1499.0,High-Growth
Indian,25189,Spice Cafe,Ghost Kitchen,South Auckland,1.05,37.8,1432,41,1549.8,696,417,278.0,26308.8,15762.6,10508.4,0.252295297,0.309719777,0.33,8,2.36,656.08,678.79,2840.95,1702.12,3946.44,0.03,0.5,0.3,0.2,2,0.5078547184555697,232.0,Dependent Low Margin
Indian,25312,Curry House,Cafe,CBD,1.0,41.94,1570,168,7045.92,701,421,280.0,29399.94,17656.74,11743.2,0.204454137,0.366188482,0.3,16,4.72,1321.6,3025.22,3803.1,2284.03,3720.43,0.12,0.5,0.3,0.2,2,0.09486924170655917,780.0,Dependent Low Margin
Indian,25556,Spice Cafe,Cafe,CBD,1.0,37.68,919,83,3127.44,418,251,167.0,15750.24,9457.68,6292.56,0.278962977,0.44875986,0.3,11,3.25,542.75,851.53,-436.64,-262.19,1170.57,0.1,0.5,0.3,0.2,1,-0.7253660719684933,1556.0,Stable Performers
Indian,25557,Bombay Corner,Full-service,North Shore,1.03,44.39,1425,369,16379.91,528,317,211.0,23437.92,14071.63,9366.29,0.374002317,0.462979785,0.3,3,0.89,187.79,2670.22,-3210.58,-1927.56,1339.08,0.35,0.5,0.3,0.2,0,0.020562115243933726,886.0,High-Growth
Indian,25275,Curry Cafe,Full-service,West Auckland,1.04,40.5,1419,206,8343.0,606,364,243.0,24543.0,14742.0,9841.5,0.361040137,0.463562855,0.31,12,3.54,860.22,1463.34,-3303.56,-1984.32,865.95,0.17,0.5,0.3,0.2,0,0.13786876348133928,727.0,High-Growth
Indian,25438,Tandoori Corner,Cafe,North Shore,1.03,37.51,761,56,2100.56,352,212,141.0,13203.52,7952.12,5288.91,0.211977686,0.370079565,0.3,4,1.18,166.38,877.91,1557.26,937.89,2044.08,0.08,0.5,0.3,0.2,1,-0.20030516338780896,1142.0,Stable Performers
Indian,25802,Tandoori Tavern,Cafe,North Shore,1.03,38.72,930,114,4414.08,408,245,163.0,15797.76,9486.4,6311.36,0.223570774,0.427239268,0.32,18,5.31,865.53,1541.35,461.14,276.91,1338.33,0.14,0.5,0.3,0.2,1,-0.060738014543711305,995.0,Stable Performers
Indian,25076,Royal Eatery,QSR,CBD,1.0,34.16,1389,114,3894.24,638,382,255.0,21794.08,13049.12,8710.8,0.251128022,0.394247444,0.3,10,2.95,752.25,1380.99,1190.49,712.8,2336.81,0.09,0.5,0.3,0.2,2,-0.4548761860752702,1388.0,Dependent Low Margin
Indian,25522,Tandoori Grill,Cafe,West Auckland,1.04,43.9,883,108,4741.2,388,232,155.0,17033.2,10184.8,6804.5,0.251194011,0.351942594,0.27,10,2.95,457.25,1881.61,2160.89,1292.08,2243.21,0.14,0.5,0.3,0.2,1,0.35910910929109874,427.0,Stable Performers
Indian,26694,Spice Tavern,Ghost Kitchen,CBD,1.0,36.2,1373,89,3221.8,642,385,257.0,23240.4,13937.0,9303.4,0.284615032,0.261543587,0.31,6,1.77,454.89,1462.19,3342.93,2004.72,3767.38,0.07,0.5,0.3,0.2,2,-0.3354513737601042,1282.0,Dependent Low Margin
Indian,25361,Bombay Corner,QSR,North Shore,1.03,42.27,1565,167,7059.09,699,419,280.0,29546.73,17711.13,11835.6,0.253019167,0.449210283,0.3,15,4.43,1240.4,2101.99,-65.87,-39.49,2283.89,0.12,0.5,0.3,0.2,2,0.3790456983128119,401.0,Dependent Low Margin
Indian,25686,Spice Tavern,Cafe,West Auckland,1.04,37.66,510,46,1732.36,232,139,93.0,8737.12,5234.74,3502.38,0.200643323,0.435225072,0.29,15,4.43,411.99,630.81,647.7,388.06,863.34,0.1,0.5,0.3,0.2,1,-0.10766905196393416,1045.0,Stable Performers
Indian,25363,Curry Grill,Ghost Kitchen,West Auckland,1.04,36.03,1494,110,3963.3,692,415,277.0,24932.76,14952.45,9980.31,0.288230658,0.24523503737500002,0.31,10,2.95,817.15,2013.61,4938.26,2961.53,4253.48,0.08,0.5,0.3,0.2,2,0.4343180606412952,326.0,Dependent Low Margin
Indian,25688,Curry Eatery,QSR,West Auckland,1.04,31.25,503,49,1531.25,227,136,91.0,7093.75,4250.0,2843.75,0.230203204,0.41170765,0.31,18,5.31,483.21,548.32,341.13,204.38,535.11,0.11,0.5,0.3,0.2,1,-0.36523110094023314,1317.0,Stable Performers
Indian,26620,Royal Cafe,QSR,West Auckland,1.04,31.34,644,53,1661.02,296,177,118.0,9276.64,5547.18,3698.12,0.220129708,0.444765468,0.32,5,1.48,174.64,556.62,140.12,83.79,1064.62,0.09,0.5,0.3,0.2,1,-0.47930402292068447,1409.0,Stable Performers
Indian,25042,Bombay Diner,Cafe,North Shore,1.03,40.89,1486,182,7441.98,652,391,261.0,26660.28,15987.99,10672.29,0.264747702,0.412279211,0.31,5,1.48,386.28,2403.56,345.87,207.41,3060.58,0.14,0.5,0.3,0.2,2,0.18108409972156728,655.0,Dependent Low Margin
Indian,26177,Curry Kitchen,Full-service,South Auckland,1.05,40.9,1695,246,10061.4,724,435,290.0,29611.6,17791.5,11861.0,0.350753173,0.517579286,0.32,15,4.43,1284.7,1324.76,-5576.83,-3090.4475,277.01,0.17,0.5,0.3,0.2,0,0.42134291236399457,347.0,High-Growth
Indian,25652,Spice Corner,Ghost Kitchen,West Auckland,1.04,45.92,756,49,2250.08,354,212,141.0,16255.68,9735.04,6474.72,0.268270265,0.274301107,0.32,3,0.89,125.49,1029.25,2234.0,1337.87,2836.23,0.07,0.5,0.3,0.2,1,0.21694400477371248,597.0,Stable Performers
Indian,26381,Royal Corner,Cafe,South Auckland,1.05,37.89,1398,103,3902.67,648,388,259.0,24552.72,14701.32,9813.51,0.246869682,0.438132131,0.31,5,1.48,383.32,1229.33,122.72,73.48,2707.92,0.08,0.5,0.3,0.2,2,0.3421682224157073,448.0,Dependent Low Margin
Indian,26301,Royal Corner,QSR,North Shore,1.03,38.12,942,115,4383.8,414,248,165.0,15781.68,9453.76,6289.8,0.268955821,0.372937139,0.31,8,2.36,389.4,1569.87,759.21,454.79,1863.02,0.14,0.5,0.3,0.2,1,-0.15291440450371258,1100.0,Stable Performers
Indian,25655,Curry Corner,Full-service,West Auckland,1.04,40.72,994,179,7288.88,408,244,163.0,16613.76,9935.68,6637.36,0.388945355,0.505592896,0.31,11,3.25,529.75,768.7,-3398.15,-2032.23,170.24,0.22,0.5,0.3,0.2,0,-0.2215427173632809,1166.0,High-Growth
Indian,25777,Bombay Grill,Cafe,West Auckland,1.04,33.33,1588,157,5232.81,716,429,286.0,23864.28,14298.57,9532.38,0.230246923,0.388176343,0.28,6,1.77,506.22,1996.72,2424.06,1452.4,3131.11,0.11,0.5,0.3,0.2,2,0.33220355584030525,464.0,Dependent Low Margin
Indian,25090,Curry Diner,QSR,West Auckland,1.04,43.56,927,113,4922.28,407,244,163.0,17728.92,10628.64,7100.28,0.20560058,0.412046377,0.32,5,1.48,241.24,1882.05,1105.45,662.73,2473.57,0.14,0.5,0.3,0.2,1,0.16888690298780062,670.0,Stable Performers
Indian,25939,Curry Cafe,Full-service,CBD,1.0,32.69,772,123,4020.87,324,195,130.0,10591.56,6374.55,4249.7,0.352214366,0.485965328,0.32,10,2.95,383.5,650.66,-1675.37,-1008.32,304.19,0.19,0.5,0.3,0.2,1,-1.2179253789404976,1683.0,Stable Performers
Indian,25337,Spice House,Full-service,West Auckland,1.04,32.02,1469,356,11399.12,556,334,223.0,17803.12,10694.68,7140.46,0.379499956,0.494955799,0.31,7,2.07,461.61,1431.09,-3283.89,-1972.7,434.83,0.32,0.5,0.3,0.2,0,-0.24666224741947118,1192.0,High-Growth
Indian,25336,Tandoori Diner,Cafe,West Auckland,1.04,40.5,1264,155,6277.5,554,333,222.0,22437.0,13486.5,8991.0,0.246210812,0.365804947,0.32,13,3.84,852.48,2435.57,1525.36,916.87,2635.89,0.14,0.5,0.3,0.2,2,0.3523667303855837,439.0,Dependent Low Margin
Indian,25862,Curry Corner,QSR,South Auckland,1.05,31.86,563,69,2198.34,247,148,99.0,7869.42,4715.28,3154.14,0.21538789,0.441896406,0.31,13,3.84,380.16,753.41,257.45,154.26,700.81,0.14,0.5,0.3,0.2,1,-0.2216770150007522,1167.0,Stable Performers
Indian,25218,Curry Eatery,Cafe,CBD,1.0,41.8,937,77,3218.6,430,258,172.0,17974.0,10784.4,7189.6,0.250285366,0.37918353,0.29,6,1.77,304.44,1192.59,1447.47,868.48,2359.53,0.09,0.5,0.3,0.2,1,-0.45893269669906966,1394.0,Stable Performers
Indian,25582,Tandoori Bistro,Full-service,South Auckland,1.05,32.71,1886,435,14228.85,726,435,290.0,23747.46,14228.85,9485.9,0.372665002,0.530481759,0.28,16,4.72,1368.8,1378.11,-4349.27,-2605.97,-450.06,0.3,0.5,0.3,0.2,0,0.32781463825983054,467.0,High-Growth
Indian,26674,Royal House,Full-service,West Auckland,1.04,45.84,1776,308,14118.72,734,440,294.0,33646.56,20169.6,13476.96,0.383812815,0.53229935,0.27,8,2.36,693.84,1184.39,-5601.13625,-3090.4475,436.71,0.21,0.5,0.3,0.2,0,0.4632560913647149,291.0,High-Growth
Indian,26312,Royal Corner,Cafe,CBD,1.0,40.75,1329,131,5338.25,599,359,240.0,24409.25,14629.25,9780.0,0.239654355,0.370142451,0.3,10,2.95,708.0,2083.0,2201.79,1319.61,3108.19,0.11,0.5,0.3,0.2,2,-0.21625377073987978,1160.0,Dependent Low Margin
Indian,26555,Tandoori Tavern,Cafe,South Auckland,1.05,41.1,1048,120,4932.0,464,278,186.0,19070.4,11425.8,7644.6,0.238788859,0.395165687,0.29,18,5.31,987.66,1805.34,1450.22,868.88,1810.61,0.13,0.5,0.3,0.2,1,0.5147264424219217,226.0,Stable Performers
Indian,25103,Royal Tavern,Cafe,South Auckland,1.05,44.19,481,55,2430.45,213,128,85.0,9412.47,5656.32,3756.15,0.24769629,0.385943021,0.31,15,4.43,376.55,890.42,530.49,318.79,999.56,0.13,0.5,0.3,0.2,1,0.19278365998374664,639.0,Stable Performers
Indian,26597,Spice Tavern,Cafe,CBD,1.0,44.0,970,119,5236.0,426,255,170.0,18744.0,11220.0,7480.0,0.20239653,0.363575631,0.27,15,4.43,753.1,2272.57,3074.54,1840.39,2493.43,0.14,0.5,0.3,0.2,1,-0.11138246981670734,1053.0,Stable Performers
Indian,25345,Tandoori Kitchen,Cafe,CBD,1.0,30.42,551,67,2038.14,242,145,97.0,7361.64,4410.9,2950.74,0.234786412,0.443164037,0.3,4,1.18,114.46,656.38,162.32,97.26,835.82,0.14,0.5,0.3,0.2,1,-1.1849276997006668,1682.0,Stable Performers
Indian,25507,Bombay Bistro,Cafe,North Shore,1.03,41.47,506,62,2571.14,222,133,89.0,9206.34,5515.51,3690.83,0.263065988,0.449756935,0.27,13,3.84,341.76,738.37,158.14,94.74,718.16,0.14,0.5,0.3,0.2,1,-0.23022918011954385,1175.0,Stable Performers
Indian,25064,Curry Kitchen,QSR,South Auckland,1.05,39.79,1108,144,5729.76,482,289,193.0,19178.78,11499.31,7679.47,0.274862327,0.387011475,0.29,16,4.72,910.96,1937.38,923.0,553.42,1685.67,0.15,0.5,0.3,0.2,1,0.43725615580837773,321.0,Stable Performers
Indian,25913,Bombay Bistro,Full-service,North Shore,1.03,39.72,1516,220,8738.4,648,389,259.0,25738.56,15451.08,10287.48,0.383225434,0.518419141,0.27,5,1.48,383.32,859.47,-4417.88,-2652.09,628.51,0.17,0.5,0.3,0.2,0,-0.06982087553361385,1006.0,High-Growth
Indian,26333,Curry Bistro,Cafe,South Auckland,1.05,39.15,1282,147,5755.05,568,340,227.0,22237.2,13311.0,8887.05,0.23071646,0.444402274,0.27,14,4.13,937.51,1869.71,1220.41,730.52,1949.73,0.13,0.5,0.3,0.2,2,0.5435412649409839,198.0,Dependent Low Margin
Indian,26401,Tandoori House,QSR,South Auckland,1.05,39.1,510,37,1446.7,236,142,95.0,9227.6,5552.2,3714.5,0.204883327,0.423674209,0.31,13,3.84,364.8,537.37,566.97,341.14,1014.92,0.08,0.5,0.3,0.2,1,0.03313360377998624,869.0,Stable Performers
Indian,25270,Royal Grill,Cafe,North Shore,1.03,44.24,1636,148,6547.52,744,446,298.0,32914.56,19731.04,13183.52,0.228769694,0.427074354,0.27,7,2.07,616.86,2253.37,2440.81,1463.17,3920.33,0.1,0.5,0.3,0.2,2,0.5536354358883124,186.0,Dependent Low Margin
Indian,25959,Tandoori House,Cafe,North Shore,1.03,32.04,524,60,1922.4,232,139,93.0,7433.28,4453.56,2979.72,0.219312045,0.381069437,0.27,4,1.18,109.74,768.23,963.49,577.26,1081.01,0.13,0.5,0.3,0.2,1,-0.4683110128726225,1401.0,Stable Performers
Indian,26445,Bombay Grill,Full-service,West Auckland,1.04,42.58,1038,158,6727.64,440,264,176.0,18735.2,11241.12,7494.08,0.395378249,0.512961703,0.32,6,1.77,311.52,616.66,-4277.99,-2566.8,375.39,0.18,0.5,0.3,0.2,0,-0.23641222357721586,1181.0,High-Growth
Indian,26689,Tandoori Cafe,Full-service,North Shore,1.03,42.48,927,191,8113.68,368,221,147.0,15632.64,9388.08,6244.56,0.355269492,0.450880612,0.33,18,5.31,780.57,1572.84,-2128.39,-1278.19,429.94,0.26,0.5,0.3,0.2,1,-0.21038445831620145,1157.0,Stable Performers
Indian,26285,Bombay Corner,Cafe,CBD,1.0,31.62,1649,189,5976.18,730,438,292.0,23082.6,13849.56,9233.04,0.262300696,0.392937249,0.3,8,2.36,689.12,2060.36,1033.22,619.93,2494.08,0.13,0.5,0.3,0.2,2,-0.4245838146607141,1369.0,Dependent Low Margin
Indian,25479,Curry Bistro,QSR,North Shore,1.03,39.98,641,68,2718.64,286,172,115.0,11434.28,6876.56,4597.7,0.265662389,0.358416501,0.29,4,1.18,135.7,1021.99,982.45,590.84,1592.67,0.12,0.5,0.3,0.2,1,-0.2309383605242349,1177.0,Stable Performers
Indian,26207,Bombay Eatery,QSR,CBD,1.0,38.65,604,74,2860.1,265,159,106.0,10242.25,6145.35,4096.9,0.257352493,0.402868346,0.32,16,4.72,500.32,971.8,202.58,121.55,891.72,0.14,0.5,0.3,0.2,1,-0.7807662108171489,1586.0,Stable Performers
Indian,25724,Spice House,Ghost Kitchen,South Auckland,1.05,41.71,1373,113,4713.23,630,378,252.0,26277.3,15766.38,10510.92,0.266961203,0.25339996,0.28,7,2.07,521.64,2260.65,5245.97,3147.58,4519.81,0.09,0.5,0.3,0.2,2,0.7882732759737476,47.0,Dependent Low Margin
Indian,25238,Spice Bistro,Full-service,CBD,1.0,32.21,485,87,2802.27,199,119,80.0,6409.79,3832.99,2576.8,0.351886709,0.498530268,0.29,9,2.66,212.8,419.17,-900.04,-538.22,172.65,0.22,0.5,0.3,0.2,1,-1.348411667255783,1694.0,Stable Performers
Indian,26492,Curry Eatery,QSR,North Shore,1.03,37.39,940,122,4561.58,409,245,164.0,15292.51,9160.55,6131.96,0.224889688,0.401663389,0.29,9,2.66,436.24,1703.51,1276.11,764.42,1853.72,0.15,0.5,0.3,0.2,1,-0.08085486043187293,1023.0,Stable Performers
Indian,25320,Tandoori Corner,Full-service,South Auckland,1.05,34.11,1716,416,14189.76,650,390,260.0,22171.5,13302.9,8868.6,0.359559498,0.476637484,0.27,17,5.02,1305.2,2324.33,-2354.55,-1412.73,147.5,0.32,0.5,0.3,0.2,0,0.40992712975509266,361.0,High-Growth
Indian,26399,Curry Diner,QSR,West Auckland,1.04,33.57,1622,160,5371.2,731,439,292.0,24539.67,14737.23,9802.44,0.25842935,0.361078181,0.29,15,4.43,1293.56,2043.7,2220.66,1333.61,2436.19,0.11,0.5,0.3,0.2,2,0.42363952219932743,344.0,Dependent Low Margin
Indian,25767,Tandoori Eatery,QSR,CBD,1.0,30.55,1366,112,3421.6,627,376,251.0,19154.85,11486.8,7668.05,0.27797038,0.371558752,0.29,8,2.36,592.36,1199.17,1158.31,694.62,2095.07,0.09,0.5,0.3,0.2,2,-0.5956344551605871,1478.0,Dependent Low Margin
Indian,25404,Curry Kitchen,Cafe,CBD,1.0,39.42,1547,127,5006.34,710,426,284.0,27988.2,16792.92,11195.28,0.205401578,0.443159784,0.28,14,4.13,1172.92,1759.42,1999.44,1199.66,2761.53,0.09,0.5,0.3,0.2,2,-0.07926844212640441,1021.0,Dependent Low Margin
Indian,25202,Bombay Corner,Ghost Kitchen,North Shore,1.03,40.04,1418,92,3683.68,663,398,265.0,26546.52,15935.92,10610.6,0.291234463,0.259023642,0.3,18,5.31,1407.15,1656.71,3975.13,2386.27,3364.88,0.07,0.5,0.3,0.2,2,0.45494251242669387,297.0,Dependent Low Margin
Indian,25325,Tandoori Grill,QSR,West Auckland,1.04,34.01,1213,89,3026.89,562,337,225.0,19113.62,11461.37,7652.25,0.279793931,0.408069194,0.27,6,1.77,398.25,944.8,805.39,482.95,1990.3,0.08,0.5,0.3,0.2,1,0.05275981879537271,843.0,Stable Performers
Indian,26621,Tandoori Eatery,QSR,CBD,1.0,40.33,628,72,2903.76,278,167,111.0,11211.74,6735.11,4476.63,0.265019956,0.399025585,0.33,16,4.72,523.92,975.53,66.76,40.1,980.02,0.13,0.5,0.3,0.2,1,-0.7449465971085725,1567.0,Stable Performers
Indian,26096,Spice Grill,Full-service,South Auckland,1.05,45.37,1762,229,10389.73,766,460,307.0,34753.42,20870.2,13928.59,0.37329105,0.50635389,0.28,6,1.77,543.39,1250.46,-5548.21,-3090.4475,1132.99,0.15,0.5,0.3,0.2,0,0.6035107013243896,144.0,High-Growth
Indian,26097,Royal Grill,Ghost Kitchen,West Auckland,1.04,38.59,633,57,2199.63,288,173,115.0,11113.92,6676.07,4437.85,0.283717413,0.24523503737500002,0.28,7,2.07,238.05,1083.0,2360.12,1417.71,1946.96,0.1,0.5,0.3,0.2,1,0.06871541309903842,818.0,Stable Performers
Indian,26219,Royal Kitchen,QSR,North Shore,1.03,36.34,1293,128,4651.52,582,350,233.0,21149.88,12719.0,8467.22,0.273164425,0.437278969,0.31,15,4.43,1032.19,1346.88,-432.38,-260.02,1419.55,0.11,0.5,0.3,0.2,2,-0.025309966738686226,951.0,Dependent Low Margin
Indian,25047,Tandoori Eatery,QSR,West Auckland,1.04,44.82,734,78,3495.96,328,197,131.0,14700.96,8829.54,5871.42,0.244568081,0.403566298,0.32,14,4.13,541.03,1230.11,468.46,281.36,1524.92,0.12,0.5,0.3,0.2,1,0.14452269003290164,711.0,Stable Performers
Indian,25697,Royal House,QSR,South Auckland,1.05,41.5,883,87,3610.5,398,239,159.0,16517.0,9918.5,6598.5,0.220556069,0.421731136,0.31,17,5.02,798.18,1291.52,788.07,473.24,1562.19,0.11,0.5,0.3,0.2,1,0.35597064042783744,433.0,Stable Performers
Indian,26465,Tandoori Diner,QSR,North Shore,1.03,34.89,1339,143,4989.27,598,359,239.0,20864.22,12525.51,8338.71,0.216410799,0.360744556,0.3,17,5.02,1199.78,2109.69,2563.06,1538.69,2326.2,0.12,0.5,0.3,0.2,2,0.2023211216757293,622.0,Dependent Low Margin
Indian,26222,Bombay Tavern,Cafe,CBD,1.0,35.06,1469,145,5083.7,662,397,265.0,23209.72,13918.82,9290.9,0.257371511,0.422914585,0.32,5,1.48,392.2,1625.33,-6.64,-3.98,2578.23,0.11,0.5,0.3,0.2,2,-0.5382118480267299,1447.0,Dependent Low Margin
Indian,26613,Royal Kitchen,Cafe,West Auckland,1.04,35.71,478,58,2071.18,210,126,84.0,7499.1,4499.46,2999.64,0.216459961,0.374055621,0.29,17,5.02,421.68,848.12,896.03,537.62,806.63,0.14,0.5,0.3,0.2,1,-0.11004451874624972,1049.0,Stable Performers
Indian,26104,Curry Grill,Full-service,North Shore,1.03,37.2,1558,203,7551.6,678,406,271.0,25221.6,15103.2,10081.2,0.394597243,0.465950363,0.27,6,1.77,479.67,1053.09,-3292.62,-1971.69,926.18,0.15,0.5,0.3,0.2,0,-0.06354168613089542,998.0,High-Growth
Indian,26145,Spice Grill,QSR,South Auckland,1.05,40.64,1020,84,3413.76,468,281,187.0,19019.52,11419.84,7599.68,0.235223977,0.35370359,0.31,14,4.13,772.31,1403.3,1922.35,1154.23,2351.71,0.09,0.5,0.3,0.2,1,0.44697515535137566,306.0,Stable Performers
Indian,25458,Royal Bistro,Full-service,CBD,1.0,32.89,1708,319,10491.91,694,417,278.0,22825.66,13715.13,9143.42,0.35805391,0.541396578,0.3,12,3.54,984.12,1054.96,-4552.59,-2735.49,-64.75,0.23,0.5,0.3,0.2,0,-0.6665075851417592,1516.0,High-Growth
Indian,26107,Tandoori Tavern,Cafe,North Shore,1.03,39.73,971,119,4727.87,426,256,170.0,16924.98,10170.88,6754.1,0.220234274,0.356106535,0.3,4,1.18,200.6,2003.01,2092.93,1257.72,2660.84,0.14,0.5,0.3,0.2,1,0.004976618395333865,905.0,Stable Performers
Indian,25744,Spice Bistro,Cafe,West Auckland,1.04,45.96,506,66,3033.36,220,132,88.0,10111.2,6066.72,4044.48,0.263840751,0.350082896,0.31,17,5.02,441.76,1171.11,769.22,461.53,1119.72,0.15,0.5,0.3,0.2,1,0.15253666201719138,701.0,Stable Performers
Indian,25866,Spice Corner,QSR,West Auckland,1.04,42.39,1697,208,8817.12,744,447,298.0,31538.16,18948.33,12632.22,0.269348164,0.408116452,0.27,8,2.36,703.28,2843.83,1656.87,995.46,3371.06,0.14,0.5,0.3,0.2,2,0.6600981350812344,112.0,Dependent Low Margin
Indian,25746,Bombay Kitchen,Cafe,CBD,1.0,36.31,1164,151,5482.81,506,304,203.0,18372.86,11038.24,7370.93,0.219539312,0.379697457,0.27,14,4.13,838.39,2197.31,2402.49,1443.4,2115.61,0.15,0.5,0.3,0.2,1,-0.31661830097539806,1264.0,Stable Performers
Indian,26232,Tandoori Kitchen,QSR,North Shore,1.03,37.99,625,51,1937.49,287,172,115.0,10903.13,6534.28,4368.85,0.275574486,0.429182407,0.32,14,4.13,474.95,572.03,-269.93,-161.77,814.92,0.09,0.5,0.3,0.2,1,-0.3967322856590222,1343.0,Stable Performers
Indian,25949,Spice Grill,Cafe,North Shore,1.03,34.8,945,116,4036.8,414,249,166.0,14407.2,8665.2,5776.8,0.27771425,0.398123695,0.29,14,4.13,685.58,1308.58,492.18,296.02,1187.04,0.14,0.5,0.3,0.2,1,-0.19077692417705144,1130.0,Stable Performers
Indian,26477,Bombay Tavern,Cafe,West Auckland,1.04,45.86,1100,100,4586.0,500,300,200.0,22930.0,13758.0,9172.0,0.218355244,0.397347188,0.3,5,1.48,296.0,1762.39,1932.94,1159.77,3228.78,0.1,0.5,0.3,0.2,2,0.4044721163812336,368.0,Dependent Low Margin
Indian,25547,Spice Kitchen,QSR,CBD,1.0,30.69,1054,129,3959.01,462,278,185.0,14178.78,8531.82,5677.65,0.206030499,0.407672602,0.32,14,4.13,764.05,1529.35,940.01,565.63,1429.21,0.14,0.5,0.3,0.2,1,-0.7276994194092357,1559.0,Stable Performers
Indian,26075,Bombay Cafe,Full-service,South Auckland,1.05,33.96,2027,491,16674.36,768,461,307.0,26081.28,15655.56,10425.72,0.351224799,0.532647073,0.32,18,5.31,1630.17,1936.36,-5317.24,-3090.4475,-419.45,0.32,0.5,0.3,0.2,0,0.3954159738740783,381.0,High-Growth
Indian,25332,Spice Tavern,QSR,CBD,1.0,30.89,614,70,2162.3,272,163,109.0,8402.08,5035.07,3367.01,0.246180344,0.44165175,0.29,10,2.95,321.55,675.0,186.26,111.62,729.52,0.13,0.5,0.3,0.2,1,-1.054427838078563,1667.0,Stable Performers
Indian,25078,Spice Eatery,Full-service,CBD,1.0,34.5,954,184,6348.0,385,231,154.0,13282.5,7969.5,5313.0,0.38005627,0.466577302,0.3,6,1.77,272.58,973.57,-1947.66,-1168.6,542.26,0.24,0.5,0.3,0.2,1,-1.0552326358690838,1668.0,Stable Performers
Indian,26535,Curry Diner,Cafe,CBD,1.0,38.14,1607,159,6064.26,724,434,290.0,27613.36,16552.76,11060.6,0.204376495,0.383977796,0.31,11,3.25,942.5,2496.33,2806.78,1682.52,3610.55,0.11,0.5,0.3,0.2,2,-0.11866731029054464,1062.0,Dependent Low Margin
Indian,26643,Royal Grill,Full-service,CBD,1.0,33.57,1667,289,9701.73,689,413,276.0,23129.73,13864.41,9265.32,0.397283318,0.474615922,0.28,17,5.02,1385.52,1242.8,-3513.39,-2105.99,-198.63,0.21,0.5,0.3,0.2,0,-0.5270690242609537,1437.0,High-Growth
Indian,25756,Spice Diner,Cafe,North Shore,1.03,32.1,616,66,2118.6,275,165,110.0,8827.5,5296.5,3531.0,0.227221258,0.372634864,0.31,7,2.07,227.7,847.74,795.75,477.45,1185.21,0.12,0.5,0.3,0.2,1,-0.491450015451109,1412.0,Stable Performers
Indian,26606,Tandoori Diner,QSR,CBD,1.0,36.96,1185,145,5359.2,520,312,208.0,19219.2,11531.52,7687.68,0.22477208,0.373160506,0.29,5,1.48,307.84,2154.76,2153.85,1292.31,2783.13,0.14,0.5,0.3,0.2,2,-0.43612990425181386,1375.0,Dependent Low Margin
Indian,25759,Spice Cafe,QSR,North Shore,1.03,30.99,1553,178,5516.22,688,412,275.0,21321.12,12767.88,8522.25,0.270179028,0.35510421,0.32,16,4.72,1298.0,2067.02,1166.62,698.62,1895.43,0.13,0.5,0.3,0.2,2,0.051888923133248964,844.0,Dependent Low Margin
